restaurant_id,name,cuisine_type,rating,price_range,location,average_cost,reviews_count,dietary_options,specialties,opening_hours
r7747,Provence,FRENCH,8.7,Very High,Downtown,119.13,724,"Vegetarian, Vegan","Beef Bourguignon, Coq au Vin, Cr̻pes",11 AM - 11 PM
r7748,Louis 248,FRENCH,9.7,Medium,University Area,43.65,88,"Halal, Kosher","Cr̻pes, Coq au Vin, Beef Bourguignon",10 AM - 10 PM
r7749,France 249,FRENCH,8.7,Medium,Beach Area,54.09,828,"Gluten-free, Low-Carb","Cr̻pes, Escargot, Beef Bourguignon",10 AM - 11 PM
r7750,Louis,FRENCH,9.7,High,Tech Park,69.49,999,Organic,"Escargot, Cr̻pes, Beef Bourguignon",9 AM - 11 PM
r7751,Monet 251,FRENCH,9.0,Very High,Riverside,191.97,489,"Halal, Kosher","Coq au Vin, Escargot, Cr̻pes",12 AM - 10 PM
r7752,Le Fran̤ais 252,FRENCH,9.4,High,Arts District,68.67,374,"Vegetarian, Vegan","Beef Bourguignon, Coq au Vin, Escargot",10 AM - 11 PM
r7753,Provence,FRENCH,9.5,Very High,Tech Park,166.97,698,"Gluten-free, Low-Carb","Beef Bourguignon, Cr̻pes, Escargot",10 AM - 11 PM
r7754,Parisian 254,FRENCH,9.3,High,Downtown,85.03,713,"Vegetarian, Vegan","Coq au Vin, Beef Bourguignon, Cr̻pes",12 AM - 10 PM
r7755,French Bistro 255,FRENCH,9.1,High,Financial District,64.43,615,"Organic, Vegetarian","Beef Bourguignon, Escargot, Cr̻pes",11 AM - 11 PM
r7756,Louis,FRENCH,9.8,Low,Uptown,24.8,936,"Vegan, Gluten-free","Beef Bourguignon, Escargot, Cr̻pes",10 AM - 11 PM
r7757,Le Fran̤ais 257,FRENCH,9.6,Medium,University Area,56.51,922,"Vegetarian, Vegan","Coq au Vin, Cr̻pes, Beef Bourguignon",12 AM - 11 PM
r7758,French Bistro 258,FRENCH,9.3,Very High,Riverside,172.14,152,"Organic, Vegetarian","Coq au Vin, Beef Bourguignon, Escargot",11 AM - 10 PM
r7759,France 259,FRENCH,9.8,Low,Suburban,12.28,63,"Vegan, Gluten-free","Escargot, Coq au Vin, Cr̻pes",10 AM - 11 PM
r7760,French Bistro 260,FRENCH,9.2,Very High,University Area,189.7,183,"Halal, Gluten-free, Vegan, Kosher","Cr̻pes, Escargot, Coq au Vin",9 AM - 10 PM
r7761,Le Fran̤ais 261,FRENCH,9.8,Very High,Suburban,114.18,195,Organic,"Cr̻pes, Escargot, Coq au Vin",11 AM - 11 PM
r7762,France 262,FRENCH,8.8,High,Financial District,63.02,661,"Organic, Kosher, Low-Carb","Coq au Vin, Beef Bourguignon, Cr̻pes",9 AM - 10 PM
r7763,Le Fran̤ais 263,FRENCH,9.7,Medium,Old Town,45.11,200,"Vegan, Gluten-free","Cr̻pes, Coq au Vin, Escargot",9 AM - 10 PM
r7764,France 264,FRENCH,8.9,Low,Uptown,10.36,74,"Halal, Kosher","Coq au Vin, Beef Bourguignon, Cr̻pes",12 AM - 11 PM
r7765,France 265,FRENCH,8.5,Medium,Suburban,52.52,64,"Organic, Vegetarian","Beef Bourguignon, Escargot, Coq au Vin",12 AM - 10 PM
r7766,Monet 266,FRENCH,8.8,High,Old Town,98.74,633,"Organic, Kosher, Low-Carb","Escargot, Coq au Vin, Cr̻pes",12 AM - 11 PM
r7767,Parisian 267,FRENCH,9.8,Medium,Suburban,42.62,299,"Halal, Kosher","Coq au Vin, Escargot, Beef Bourguignon",10 AM - 10 PM
r7768,Louis,FRENCH,8.8,High,Arts District,86.66,626,"Halal, Gluten-free, Vegan, Kosher","Escargot, Coq au Vin, Cr̻pes",10 AM - 10 PM
r7769,Louis 269,FRENCH,8.8,Low,Tech Park,22.75,357,"Vegetarian, Vegan","Beef Bourguignon, Coq au Vin, Escargot",12 AM - 10 PM
r7770,Provence 270,FRENCH,8.7,Low,Uptown,27.64,634,"Vegan, Gluten-free","Escargot, Cr̻pes, Beef Bourguignon",11 AM - 11 PM
r7771,Le Fran̤ais,FRENCH,8.9,High,Arts District,76.86,253,"Vegetarian, Vegan","Cr̻pes, Escargot, Coq au Vin",11 AM - 10 PM
r7772,Le Fran̤ais 272,FRENCH,9.6,Very High,City Center,123.17,584,"Vegan, Gluten-free","Cr̻pes, Coq au Vin, Beef Bourguignon",9 AM - 11 PM
r7773,Parisian 273,FRENCH,9.1,Medium,Mountain View,36.39,611,"Vegetarian, Vegan","Beef Bourguignon, Coq au Vin, Cr̻pes",11 AM - 10 PM
r7774,Monet,FRENCH,9.1,High,Financial District,94.1,215,"Halal, Kosher","Cr̻pes, Beef Bourguignon, Coq au Vin",11 AM - 11 PM
r7775,Monet 275,FRENCH,9.1,Very High,City Center,105.19,452,"Organic, Kosher, Low-Carb","Coq au Vin, Escargot, Cr̻pes",10 AM - 10 PM
r7776,Le Fran̤ais 276,FRENCH,10.0,Very High,Beach Area,150.54,784,"Halal, Gluten-free, Vegan, Kosher","Cr̻pes, Coq au Vin, Escargot",9 AM - 10 PM
r7777,Monet,FRENCH,9.2,Low,Tech Park,17.62,794,Organic,"Cr̻pes, Beef Bourguignon, Coq au Vin",11 AM - 10 PM
r7778,Monet 278,FRENCH,9.9,Very High,Tech Park,187.54,989,"Gluten-free, Low-Carb","Beef Bourguignon, Cr̻pes, Coq au Vin",12 AM - 10 PM
r7779,France 279,FRENCH,8.9,Low,Financial District,29.84,560,Organic,"Escargot, Coq au Vin, Beef Bourguignon",11 AM - 11 PM
r7780,Le Fran̤ais,FRENCH,8.8,Very High,Chinatown,175.56,856,"Gluten-free, Low-Carb","Coq au Vin, Beef Bourguignon, Escargot",9 AM - 10 PM
r7781,France 281,FRENCH,8.6,Very High,Chinatown,131.85,578,"Vegetarian, Vegan","Beef Bourguignon, Escargot, Cr̻pes",12 AM - 11 PM
r7782,Parisian 282,FRENCH,9.2,Very High,Suburban,185.87,603,"Halal, Gluten-free, Vegan, Kosher","Cr̻pes, Escargot, Beef Bourguignon",12 AM - 10 PM
r7783,Provence,FRENCH,8.9,Very High,Tech Park,167.71,289,"Organic, Kosher, Low-Carb","Coq au Vin, Escargot, Cr̻pes",9 AM - 11 PM
r7784,France 284,FRENCH,9.2,High,Uptown,98.25,595,"Organic, Kosher, Low-Carb","Escargot, Coq au Vin, Cr̻pes",9 AM - 10 PM
r7785,France 285,FRENCH,9.5,Low,Chinatown,20.13,752,"Gluten-free, Low-Carb","Cr̻pes, Coq au Vin, Beef Bourguignon",12 AM - 11 PM
r7786,Louis,FRENCH,8.6,Medium,University Area,48.74,653,"Vegetarian, Vegan","Coq au Vin, Escargot, Cr̻pes",12 AM - 10 PM
r7787,Louis 287,FRENCH,9.1,Low,Mountain View,14.38,325,"Gluten-free, Low-Carb","Cr̻pes, Escargot, Beef Bourguignon",10 AM - 11 PM
r7788,French Bistro 288,FRENCH,8.9,Very High,Financial District,174.68,724,"Organic, Vegetarian","Coq au Vin, Beef Bourguignon, Cr̻pes",11 AM - 10 PM
r7789,Monet,FRENCH,9.7,Very High,Entertainment District,136.56,473,"Organic, Vegetarian","Escargot, Cr̻pes, Coq au Vin",11 AM - 11 PM
r7790,Provence 290,FRENCH,9.5,High,Mountain View,75.24,440,"Vegan, Gluten-free","Beef Bourguignon, Escargot, Coq au Vin",10 AM - 10 PM
r7791,Louis 291,FRENCH,9.7,High,University Area,99.37,489,"Organic, Vegetarian","Beef Bourguignon, Escargot, Coq au Vin",10 AM - 11 PM
r7792,Parisian,FRENCH,9.8,Low,Beach Area,25.94,582,Organic,"Coq au Vin, Cr̻pes, Escargot",12 AM - 10 PM
r7793,Provence 293,FRENCH,8.9,High,Financial District,92.64,446,"Halal, Gluten-free, Vegan, Kosher","Escargot, Beef Bourguignon, Cr̻pes",11 AM - 10 PM
r7794,Parisian 294,FRENCH,8.6,Very High,Mountain View,174.75,400,"Gluten-free, Low-Carb","Escargot, Cr̻pes, Beef Bourguignon",10 AM - 10 PM
r7795,France 295,FRENCH,9.0,Low,Riverside,27.09,444,"Halal, Kosher","Escargot, Beef Bourguignon, Coq au Vin",12 AM - 10 PM
r7796,Parisian 296,FRENCH,9.3,Medium,Beach Area,52.21,885,"Organic, Kosher, Low-Carb","Escargot, Beef Bourguignon, Coq au Vin",10 AM - 11 PM
r7797,France 297,FRENCH,8.9,Low,Entertainment District,14.47,766,"Organic, Kosher, Low-Carb","Escargot, Cr̻pes, Beef Bourguignon",11 AM - 11 PM
r7798,France 298,FRENCH,9.9,Medium,Downtown,51.64,993,"Organic, Vegetarian","Coq au Vin, Cr̻pes, Beef Bourguignon",9 AM - 10 PM
r7799,French Bistro 299,FRENCH,9.8,High,Entertainment District,80.06,665,"Halal, Kosher","Coq au Vin, Beef Bourguignon, Escargot",9 AM - 10 PM
r7800,France 300,FRENCH,9.0,Very High,Tech Park,153.85,945,"Vegetarian, Vegan","Cr̻pes, Beef Bourguignon, Escargot",10 AM - 10 PM
r7801,Provence,FRENCH,10.0,Low,Beach Area,19.19,476,"Organic, Vegetarian","Beef Bourguignon, Coq au Vin, Escargot",10 AM - 11 PM
r7802,French Bistro 302,FRENCH,9.9,Medium,Mountain View,47.95,453,"Vegan, Gluten-free","Cr̻pes, Escargot, Beef Bourguignon",12 AM - 11 PM
r7803,French Bistro 303,FRENCH,8.7,Medium,Downtown,51.21,221,Organic,"Beef Bourguignon, Escargot, Coq au Vin",9 AM - 10 PM
r7804,Le Fran̤ais,FRENCH,9.8,High,Beach Area,82.47,555,"Vegetarian, Vegan","Coq au Vin, Beef Bourguignon, Cr̻pes",10 AM - 11 PM
r7805,Louis 305,FRENCH,9.2,Very High,Riverside,192.61,402,"Halal, Kosher","Escargot, Beef Bourguignon, Cr̻pes",9 AM - 10 PM
r7806,Louis 306,FRENCH,8.5,Medium,Tech Park,47.37,378,"Organic, Kosher, Low-Carb","Escargot, Beef Bourguignon, Coq au Vin",9 AM - 11 PM
r7807,France 307,FRENCH,9.2,Very High,Mountain View,117.97,816,Organic,"Escargot, Cr̻pes, Coq au Vin",11 AM - 11 PM
r7808,Parisian 308,FRENCH,9.9,Medium,Harbor,44.9,766,"Halal, Kosher","Beef Bourguignon, Escargot, Cr̻pes",12 AM - 11 PM
r7809,France 309,FRENCH,8.9,Very High,City Center,116.47,228,Organic,"Beef Bourguignon, Escargot, Cr̻pes",10 AM - 10 PM
r7810,France 310,FRENCH,9.1,Very High,Tech Park,113.55,991,"Vegetarian, Vegan","Cr̻pes, Beef Bourguignon, Escargot",12 AM - 11 PM
r7811,Parisian 311,FRENCH,9.2,High,Riverside,87.67,63,"Organic, Vegetarian","Escargot, Beef Bourguignon, Cr̻pes",9 AM - 10 PM
r7812,France 312,FRENCH,9.2,Medium,Chinatown,32.3,322,"Organic, Kosher, Low-Carb","Cr̻pes, Escargot, Beef Bourguignon",10 AM - 11 PM
r7813,France 313,FRENCH,9.3,Low,Entertainment District,10.84,661,Organic,"Coq au Vin, Beef Bourguignon, Escargot",9 AM - 10 PM
r7814,French Bistro 314,FRENCH,9.7,Low,Arts District,11.47,237,Organic,"Coq au Vin, Cr̻pes, Escargot",9 AM - 11 PM
r7815,Louis 315,FRENCH,9.2,Low,Mountain View,19.01,279,"Vegan, Gluten-free","Escargot, Beef Bourguignon, Cr̻pes",12 AM - 10 PM
r7816,Le Fran̤ais,FRENCH,9.9,Medium,Harbor,50.24,734,"Vegan, Gluten-free","Coq au Vin, Cr̻pes, Beef Bourguignon",11 AM - 11 PM
r7817,Monet 317,FRENCH,8.6,Low,Riverside,11.85,630,Organic,"Coq au Vin, Cr̻pes, Beef Bourguignon",10 AM - 11 PM
r7818,Louis 318,FRENCH,9.9,Low,Downtown,10.43,402,"Halal, Gluten-free, Vegan, Kosher","Coq au Vin, Escargot, Beef Bourguignon",11 AM - 10 PM
r7819,Parisian,FRENCH,8.8,Very High,Beach Area,165.15,128,"Vegan, Gluten-free","Cr̻pes, Beef Bourguignon, Escargot",11 AM - 11 PM
r7820,France 320,FRENCH,9.7,Medium,Chinatown,44.37,372,"Halal, Gluten-free, Vegan, Kosher","Coq au Vin, Beef Bourguignon, Escargot",12 AM - 11 PM
r7821,Monet 321,FRENCH,10.0,Very High,Downtown,160.67,589,"Organic, Kosher, Low-Carb","Coq au Vin, Cr̻pes, Escargot",9 AM - 11 PM
r7822,Monet,FRENCH,9.8,Medium,Harbor,43.31,426,Organic,"Cr̻pes, Coq au Vin, Escargot",12 AM - 11 PM
r7823,Louis 323,FRENCH,9.2,Low,Arts District,27.41,591,"Halal, Gluten-free, Vegan, Kosher","Beef Bourguignon, Cr̻pes, Coq au Vin",12 AM - 11 PM
r7824,Monet 324,FRENCH,8.8,Low,Old Town,24.47,122,"Organic, Kosher, Low-Carb","Cr̻pes, Escargot, Beef Bourguignon",9 AM - 11 PM
r7825,Parisian,FRENCH,9.7,Very High,Uptown,118.17,684,Organic,"Escargot, Cr̻pes, Coq au Vin",12 AM - 10 PM
r7826,Louis 326,FRENCH,9.8,Low,Entertainment District,24.32,731,"Organic, Kosher, Low-Carb","Escargot, Beef Bourguignon, Cr̻pes",9 AM - 11 PM
r7827,Le Fran̤ais 327,FRENCH,9.0,Low,Downtown,16.32,198,"Halal, Gluten-free, Vegan, Kosher","Coq au Vin, Escargot, Cr̻pes",9 AM - 10 PM
r7828,Monet,FRENCH,9.0,Very High,Arts District,104.12,445,"Gluten-free, Low-Carb","Escargot, Cr̻pes, Beef Bourguignon",11 AM - 10 PM
r7829,Monet 329,FRENCH,8.5,High,Downtown,78.72,139,"Organic, Vegetarian","Cr̻pes, Beef Bourguignon, Coq au Vin",9 AM - 10 PM
r7830,France 330,FRENCH,8.5,Very High,Financial District,120.07,149,Organic,"Beef Bourguignon, Cr̻pes, Coq au Vin",12 AM - 10 PM
r7831,Parisian,FRENCH,8.6,Low,Riverside,19.73,721,"Gluten-free, Low-Carb","Coq au Vin, Escargot, Cr̻pes",10 AM - 11 PM
r7832,Louis 332,FRENCH,9.4,Low,Beach Area,10.63,173,"Vegan, Gluten-free","Escargot, Beef Bourguignon, Coq au Vin",9 AM - 10 PM
r7833,Le Fran̤ais 333,FRENCH,8.6,Medium,Old Town,41.28,608,"Halal, Kosher","Cr̻pes, Escargot, Coq au Vin",11 AM - 10 PM
r7834,Parisian,FRENCH,9.9,High,Arts District,65.77,886,"Vegan, Gluten-free","Cr̻pes, Escargot, Beef Bourguignon",12 AM - 11 PM
r7835,Monet 335,FRENCH,8.7,Medium,Suburban,40.13,896,"Gluten-free, Low-Carb","Coq au Vin, Beef Bourguignon, Cr̻pes",9 AM - 10 PM
r7836,Provence 336,FRENCH,9.0,Medium,Uptown,46.95,788,"Halal, Gluten-free, Vegan, Kosher","Coq au Vin, Escargot, Cr̻pes",10 AM - 11 PM
r7837,Parisian,FRENCH,8.8,Medium,Mountain View,41.33,665,Organic,"Beef Bourguignon, Cr̻pes, Coq au Vin",9 AM - 10 PM
r7838,France 338,FRENCH,8.5,Very High,Chinatown,191.86,379,"Gluten-free, Low-Carb","Cr̻pes, Coq au Vin, Escargot",12 AM - 11 PM
r7839,Le Fran̤ais 339,FRENCH,9.6,High,Financial District,95.88,567,"Halal, Gluten-free, Vegan, Kosher","Beef Bourguignon, Escargot, Cr̻pes",11 AM - 11 PM
r7840,Provence,FRENCH,9.0,High,Old Town,97.51,609,"Organic, Vegetarian","Cr̻pes, Escargot, Coq au Vin",9 AM - 11 PM
r7841,Louis 341,FRENCH,10.0,Medium,Mountain View,50.32,270,"Organic, Vegetarian","Beef Bourguignon, Coq au Vin, Cr̻pes",12 AM - 10 PM
r7842,French Bistro 342,FRENCH,9.8,Very High,University Area,161.36,308,"Halal, Kosher","Cr̻pes, Escargot, Coq au Vin",11 AM - 11 PM
r7843,French Bistro,FRENCH,9.5,Low,City Center,13.16,475,Organic,"Beef Bourguignon, Coq au Vin, Escargot",12 AM - 11 PM
r7844,Parisian 344,FRENCH,8.5,High,Harbor,88.12,998,"Gluten-free, Low-Carb","Escargot, Beef Bourguignon, Cr̻pes",12 AM - 11 PM
r7845,Louis 345,FRENCH,9.1,Low,University Area,15.6,741,"Organic, Vegetarian","Coq au Vin, Cr̻pes, Beef Bourguignon",9 AM - 10 PM
r7846,Parisian,FRENCH,9.4,Low,City Center,15.86,89,"Organic, Vegetarian","Beef Bourguignon, Cr̻pes, Escargot",10 AM - 11 PM
r7847,Monet 347,FRENCH,9.2,High,Riverside,69.29,373,"Halal, Gluten-free, Vegan, Kosher","Coq au Vin, Beef Bourguignon, Cr̻pes",10 AM - 10 PM
r7848,France 348,FRENCH,8.9,High,Arts District,85.81,333,"Organic, Vegetarian","Coq au Vin, Cr̻pes, Escargot",10 AM - 10 PM
r7849,Louis,FRENCH,9.2,Very High,Mountain View,134.79,471,"Halal, Gluten-free, Vegan, Kosher","Escargot, Cr̻pes, Beef Bourguignon",10 AM - 11 PM
r7850,Parisian 350,FRENCH,8.7,Medium,Suburban,58.33,316,"Organic, Vegetarian","Escargot, Cr̻pes, Coq au Vin",12 AM - 10 PM
r7851,Provence 351,FRENCH,8.7,Very High,Downtown,175.69,231,"Vegan, Gluten-free","Cr̻pes, Beef Bourguignon, Coq au Vin",12 AM - 10 PM
r7852,Le Fran̤ais,FRENCH,9.6,Very High,Harbor,127.46,270,"Vegetarian, Vegan","Coq au Vin, Cr̻pes, Beef Bourguignon",9 AM - 10 PM
r7853,Provence 353,FRENCH,9.3,Medium,Entertainment District,42.19,644,"Halal, Kosher","Beef Bourguignon, Cr̻pes, Escargot",12 AM - 10 PM
r7854,France 354,FRENCH,9.4,Very High,Riverside,117.99,270,"Vegan, Gluten-free","Coq au Vin, Escargot, Cr̻pes",11 AM - 11 PM
r7855,French Bistro,FRENCH,9.5,High,Entertainment District,75.98,793,"Gluten-free, Low-Carb","Cr̻pes, Escargot, Coq au Vin",11 AM - 11 PM
r7856,Monet 356,FRENCH,8.8,High,Riverside,97.03,270,"Organic, Vegetarian","Cr̻pes, Coq au Vin, Beef Bourguignon",10 AM - 10 PM
r7857,Provence 357,FRENCH,8.5,High,Riverside,76.84,645,"Halal, Kosher","Beef Bourguignon, Coq au Vin, Cr̻pes",12 AM - 10 PM
r7858,France 358,FRENCH,9.6,Very High,Beach Area,153.37,62,"Organic, Kosher, Low-Carb","Cr̻pes, Beef Bourguignon, Coq au Vin",9 AM - 11 PM
r7859,Le Fran̤ais 359,FRENCH,8.7,High,Beach Area,78.77,454,"Halal, Gluten-free, Vegan, Kosher","Coq au Vin, Cr̻pes, Beef Bourguignon",10 AM - 10 PM
r7860,France 360,FRENCH,9.4,Very High,Suburban,170.97,494,Organic,"Coq au Vin, Escargot, Cr̻pes",12 AM - 11 PM
r7861,French Bistro,FRENCH,8.9,Low,Arts District,16.61,738,"Vegetarian, Vegan","Coq au Vin, Escargot, Cr̻pes",11 AM - 10 PM
r7862,Parisian 362,FRENCH,9.6,Low,Suburban,29.39,535,"Organic, Vegetarian","Beef Bourguignon, Cr̻pes, Escargot",12 AM - 10 PM
r7863,Louis 363,FRENCH,8.6,High,Beach Area,91.22,303,Organic,"Escargot, Cr̻pes, Coq au Vin",9 AM - 11 PM
r7864,France 364,FRENCH,9.5,Low,Beach Area,19.45,547,"Vegetarian, Vegan","Cr̻pes, Beef Bourguignon, Coq au Vin",12 AM - 10 PM
r7865,Louis 365,FRENCH,9.3,Low,University Area,25.95,241,"Organic, Vegetarian","Coq au Vin, Cr̻pes, Beef Bourguignon",10 AM - 10 PM
r7866,Le Fran̤ais 366,FRENCH,9.6,Low,Uptown,29.37,720,"Organic, Vegetarian","Cr̻pes, Beef Bourguignon, Coq au Vin",10 AM - 10 PM
r7867,France 367,FRENCH,9.3,Medium,Uptown,42.28,919,"Organic, Kosher, Low-Carb","Beef Bourguignon, Cr̻pes, Coq au Vin",12 AM - 10 PM
r7868,Parisian 368,FRENCH,9.3,Medium,Arts District,45.3,886,"Vegan, Gluten-free","Beef Bourguignon, Cr̻pes, Escargot",10 AM - 10 PM
r7869,Parisian 369,FRENCH,9.1,Very High,Tech Park,144.08,275,"Gluten-free, Low-Carb","Beef Bourguignon, Cr̻pes, Coq au Vin",12 AM - 11 PM
r7870,Provence,FRENCH,9.7,Low,Uptown,19.3,210,"Vegan, Gluten-free","Coq au Vin, Escargot, Beef Bourguignon",10 AM - 10 PM
r7871,Louis 371,FRENCH,10.0,Very High,Harbor,157.53,486,"Organic, Kosher, Low-Carb","Escargot, Coq au Vin, Cr̻pes",12 AM - 11 PM
r7872,Louis 372,FRENCH,9.8,Medium,Arts District,47.84,72,"Vegan, Gluten-free","Beef Bourguignon, Escargot, Cr̻pes",11 AM - 11 PM
r7873,Le Fran̤ais,FRENCH,9.9,Medium,Harbor,45.62,967,"Gluten-free, Low-Carb","Escargot, Coq au Vin, Cr̻pes",11 AM - 10 PM
r7874,Louis 374,FRENCH,9.4,Very High,Tech Park,122.59,432,"Organic, Vegetarian","Coq au Vin, Beef Bourguignon, Cr̻pes",11 AM - 11 PM
r7875,France 375,FRENCH,8.6,Medium,Chinatown,46.46,569,"Organic, Kosher, Low-Carb","Cr̻pes, Escargot, Coq au Vin",10 AM - 11 PM
r7876,France 376,FRENCH,8.8,Very High,Entertainment District,144.54,317,Organic,"Cr̻pes, Beef Bourguignon, Coq au Vin",9 AM - 10 PM
r7877,Parisian 377,FRENCH,9.9,High,Entertainment District,95.57,234,"Halal, Kosher","Coq au Vin, Beef Bourguignon, Cr̻pes",12 AM - 10 PM
r7878,Le Fran̤ais 378,FRENCH,8.6,High,Suburban,67.69,966,"Organic, Vegetarian","Coq au Vin, Escargot, Cr̻pes",11 AM - 10 PM
r7879,Le Fran̤ais,FRENCH,9.0,Very High,Downtown,199.13,504,"Halal, Gluten-free, Vegan, Kosher","Escargot, Coq au Vin, Beef Bourguignon",10 AM - 11 PM
r7880,Louis 380,FRENCH,8.7,Medium,Mountain View,43.4,190,"Halal, Kosher","Coq au Vin, Cr̻pes, Escargot",10 AM - 10 PM
r7881,Monet 381,FRENCH,8.8,Low,University Area,16.76,570,"Gluten-free, Low-Carb","Escargot, Cr̻pes, Beef Bourguignon",12 AM - 10 PM
r7882,France 382,FRENCH,9.7,Medium,Uptown,38.79,129,"Vegan, Gluten-free","Escargot, Coq au Vin, Beef Bourguignon",9 AM - 10 PM
r7883,French Bistro 383,FRENCH,9.5,High,City Center,81.87,771,Organic,"Beef Bourguignon, Coq au Vin, Cr̻pes",10 AM - 11 PM
r7884,France 384,FRENCH,8.5,Low,Financial District,16.6,658,Organic,"Beef Bourguignon, Coq au Vin, Cr̻pes",9 AM - 11 PM
r7885,Le Fran̤ais,FRENCH,8.6,Very High,Suburban,128.49,621,"Gluten-free, Low-Carb","Escargot, Beef Bourguignon, Coq au Vin",9 AM - 10 PM
r7886,Monet 386,FRENCH,8.7,Very High,University Area,113.57,188,"Halal, Gluten-free, Vegan, Kosher","Cr̻pes, Beef Bourguignon, Coq au Vin",11 AM - 11 PM
r7887,France 387,FRENCH,9.2,Medium,Uptown,40.44,944,"Vegetarian, Vegan","Escargot, Beef Bourguignon, Coq au Vin",9 AM - 11 PM
r7888,Monet,FRENCH,8.9,High,Downtown,76.59,138,"Vegetarian, Vegan","Coq au Vin, Escargot, Cr̻pes",12 AM - 11 PM
r7889,France 389,FRENCH,9.3,Low,Harbor,23.08,887,Organic,"Coq au Vin, Cr̻pes, Escargot",9 AM - 11 PM
r7890,Monet 390,FRENCH,9.2,High,Downtown,84.7,477,"Halal, Kosher","Cr̻pes, Coq au Vin, Beef Bourguignon",10 AM - 11 PM
r7891,Monet,FRENCH,9.7,Very High,Riverside,122.15,781,"Gluten-free, Low-Carb","Cr̻pes, Coq au Vin, Escargot",11 AM - 10 PM
r7892,France 392,FRENCH,9.3,Medium,Harbor,30.8,600,"Gluten-free, Low-Carb","Coq au Vin, Cr̻pes, Beef Bourguignon",11 AM - 11 PM
r7893,Provence 393,FRENCH,9.0,Very High,Arts District,106.3,143,"Gluten-free, Low-Carb","Coq au Vin, Beef Bourguignon, Cr̻pes",10 AM - 10 PM
r7894,Parisian,FRENCH,8.6,Very High,Riverside,180.63,208,"Organic, Kosher, Low-Carb","Coq au Vin, Beef Bourguignon, Escargot",11 AM - 10 PM
r7895,France 395,FRENCH,9.1,Very High,Riverside,140.31,335,"Organic, Kosher, Low-Carb","Beef Bourguignon, Coq au Vin, Escargot",9 AM - 11 PM
r7896,Louis 396,FRENCH,8.7,Low,Beach Area,16.2,575,"Organic, Vegetarian","Escargot, Beef Bourguignon, Cr̻pes",10 AM - 10 PM
r7897,Louis,FRENCH,9.8,High,Chinatown,89.64,872,"Organic, Vegetarian","Coq au Vin, Beef Bourguignon, Escargot",12 AM - 10 PM
r7898,France 398,FRENCH,9.3,Low,Old Town,25.04,247,"Organic, Kosher, Low-Carb","Escargot, Cr̻pes, Beef Bourguignon",9 AM - 10 PM
r7899,Louis 399,FRENCH,8.7,Very High,Suburban,171.1,665,"Halal, Gluten-free, Vegan, Kosher","Beef Bourguignon, Cr̻pes, Escargot",9 AM - 11 PM
r7900,Parisian,FRENCH,9.6,Very High,University Area,174.2,113,"Vegetarian, Vegan","Coq au Vin, Cr̻pes, Beef Bourguignon",10 AM - 11 PM
r7901,France 401,FRENCH,9.8,Very High,Riverside,193.17,945,"Organic, Kosher, Low-Carb","Escargot, Cr̻pes, Beef Bourguignon",12 AM - 10 PM
r7902,French Bistro 402,FRENCH,9.2,Very High,Tech Park,116.08,548,"Halal, Gluten-free, Vegan, Kosher","Beef Bourguignon, Coq au Vin, Cr̻pes",10 AM - 10 PM
r7903,Provence,FRENCH,9.8,Medium,Beach Area,37.21,632,"Vegan, Gluten-free","Coq au Vin, Escargot, Beef Bourguignon",9 AM - 11 PM
r7904,Parisian 404,FRENCH,9.1,Low,City Center,10.95,628,"Vegan, Gluten-free","Beef Bourguignon, Escargot, Coq au Vin",12 AM - 11 PM
r7905,Louis 405,FRENCH,9.2,Very High,City Center,184.13,219,"Organic, Vegetarian","Beef Bourguignon, Escargot, Cr̻pes",9 AM - 10 PM
r7906,Le Fran̤ais,FRENCH,9.6,Medium,City Center,58.11,960,"Vegetarian, Vegan","Cr̻pes, Beef Bourguignon, Escargot",9 AM - 11 PM
r7907,Monet 407,FRENCH,10.0,High,Beach Area,62.96,880,"Organic, Vegetarian","Beef Bourguignon, Cr̻pes, Escargot",10 AM - 10 PM
r7908,Monet 408,FRENCH,9.3,Medium,Beach Area,52.71,97,"Vegan, Gluten-free","Escargot, Cr̻pes, Beef Bourguignon",9 AM - 11 PM
r7909,Le Fran̤ais,FRENCH,9.9,Very High,Beach Area,136.09,115,"Halal, Kosher","Coq au Vin, Beef Bourguignon, Escargot",10 AM - 10 PM
r7910,Le Fran̤ais 410,FRENCH,9.0,Very High,Tech Park,111.62,706,Organic,"Coq au Vin, Beef Bourguignon, Escargot",12 AM - 10 PM
r7911,Parisian 411,FRENCH,9.4,Very High,Riverside,116.06,293,"Vegetarian, Vegan","Beef Bourguignon, Coq au Vin, Cr̻pes",10 AM - 10 PM
r7912,Le Fran̤ais,FRENCH,9.0,High,Beach Area,96.34,924,"Vegetarian, Vegan","Beef Bourguignon, Coq au Vin, Escargot",11 AM - 10 PM
r7913,Monet 413,FRENCH,9.0,High,Arts District,69.72,388,"Organic, Vegetarian","Coq au Vin, Escargot, Cr̻pes",11 AM - 11 PM
r7914,French Bistro 414,FRENCH,9.3,Very High,City Center,161.3,366,"Vegan, Gluten-free","Beef Bourguignon, Escargot, Cr̻pes",11 AM - 10 PM
r7915,Provence,FRENCH,8.6,Medium,Financial District,30.83,507,"Halal, Kosher","Escargot, Coq au Vin, Cr̻pes",11 AM - 10 PM
